accession	input_id	mass
P40441	P40441	50830
P53600	P53600	21688
P53881	P53881	34897
P53889	P53889	28792
P80235	P80235	77766
Q04949	Q04949	36825
Q05778	Q05778	30695
Q06149	Q06149	81274
Q06682	Q06682	56737
P53279	P53279	19152
P53285	P53285	54515
P53289	P53289	29263
P53292	P53292	39575
P53304	P53304	54473
P53305	P53305	12393
P53315	P53315	28448
P53316	P53316	89513
P53319	P53319	53923
P53338	P53338	54325
P53394	P53394	83384
P53438	P53438	85643
P53630	P53630	26257
P53723	P53723	47093
P53724	P53724	16283
P53733	P53733	10275
P53735	P53735	67461
P53744	P53744	62428
P53835	P53835	73353
P53850	P53850	46212
P53854	P53854	20374
P53857	P53857	47823
P53873	P53873	40308
P53878	P53878	46503
P53882	P53882	67401
P53883	P53883	45609
P53885	P53885	40278
P53892	P53892	40016
P53898	P53898	33667
P53913	P53913	20025
P53918	P53918	73802
P53949	P53949	22472
P53958	P53958	43749
P53960	P53960	50964
P53961	P53961	26817
P53970	P53970	27738
P54005	P54005	38760
P54730	P54730	46965
P56508	P56508	9180
P87262	P87262	13639
P87275	P87275	15753
P89113	P89113	5955
Q00453	Q00453	23855
Q00873	Q00873	26076
Q01766	Q01766	32994
Q02608	Q02608	13639
Q02710	Q02710	20614
Q02772	Q02772	12394
Q02803	Q02803	34045
Q02863	Q02863	56920
Q02875	Q02875	94357
Q02889	Q02889	12252
Q02961	Q02961	45014
Q02981	Q02981	76176
Q03029	Q03029	24989
Q03079	Q03079	24166
Q03085	Q03085	31925
Q03099	Q03099	155553
Q03151	Q03151	42144
Q03153	Q03153	70414
Q03201	Q03201	23424
Q03218	Q03218	56209
Q03264	Q03264	59540
Q03266	Q03266	42640
Q03419	Q03419	36492
Q03441	Q03441	49932
Q03483	Q03483	49835
Q03516	Q03516	107673
Q03525	Q03525	23949
Q03652	Q03652	55312
Q03667	Q03667	16669
Q03673	Q03673	22742
Q03697	Q03697	49615
Q03760	Q03760	39207
Q03786	Q03786	22175
Q03796	Q03796	27383
Q03798	Q03798	29077
Q03799	Q03799	17471
Q03856	Q03856	49056
Q03880	Q03880	13962
Q03899	Q03899	65243
Q03942	Q03942	55950
Q03964	Q03964	49445
Q03976	Q03976	37393
Q04005	Q04005	33114
Q04007	Q04007	98331
Q04083	Q04083	41385
Q04201	Q04201	12893
Q04210	Q04210	19178
Q04212	Q04212	38220
Q04215	Q04215	49274
Q04216	Q04216	39187
Q04225	Q04225	57261
Q04233	Q04233	87140
Q04301	Q04301	62640
Q04329	Q04329	14337
Q04341	Q04341	13866
Q04383	Q04383	58202
Q04399	Q04399	69281
Q04418	Q04418	50192
Q04429	Q04429	47578
Q04487	Q04487	22309
Q04516	Q04516	35764
Q04533	Q04533	74313
Q04585	Q04585	79161
Q04598	Q04598	12030
Q04599	Q04599	30996
Q04600	Q04600	63992
Q04602	Q04602	85683
Q04623	Q04623	53185
Q04689	Q04689	35977
Q04706	Q04706	49122
Q04734	Q04734	26697
Q04767	Q04767	18693
Q04772	Q04772	23182
Q04792	Q04792	65990
Q04806	Q04806	42403
Q05015	Q05015	24534
Q05648	Q05648	47173
Q05672	Q05672	51957
Q05676	Q05676	8416
Q05827	Q05827	5573
Q05863	Q05863	18197
Q05867	Q05867	36574
Q05905	Q05905	27501
Q05937	Q05937	37718
Q05955	Q05955	57833
Q06011	Q06011	12515
Q06108	Q06108	120395
Q06109	Q06109	31133
Q06116	Q06116	285904
Q06134	Q06134	55138
Q06177	Q06177	9834
Q06200	Q06200	50328
Q06214	Q06214	55264
Q06216	Q06216	74146
Q06247	Q06247	69606
Q06466	Q06466	53809
Q06469	Q06469	29163
Q06479	Q06479	93123
Q06485	Q06485	20400
Q06490	Q06490	63298
Q06494	Q06494	38601
Q06543	Q06543	30653
Q06563	Q06563	22915
Q06597	Q06597	14883
Q06616	Q06616	25411
Q06636	Q06636	25262
Q06640	Q06640	54437
Q06644	Q06644	77570
Q06665	Q06665	82043
Q06673	Q06673	145052
Q06686	Q06686	27534
Q06688	Q06688	31707
Q06689	Q06689	72698
Q06698	Q06698	163045
Q06707	Q06707	15121
Q06820	Q06820	64958
Q06822	Q06822	50563
Q07349	Q07349	48312
Q07351	Q07351	54367
Q07362	Q07362	19881
Q07376	Q07376	53566
Q07451	Q07451	22903
Q07458	Q07458	33812
Q07549	Q07549	15673
Q07653	Q07653	113616
Q07655	Q07655	70690
Q07660	Q07660	129725
Q07684	Q07684	51320
Q07748	Q07748	38574
Q07786	Q07786	38097
Q07788	Q07788	45680
Q07798	Q07798	102170
Q07843	Q07843	27378
Q07872	Q07872	28271
Q07888	Q07888	154988
Q07895	Q07895	97618
Q07897	Q07897	33394
Q07904	Q07904	58531
Q07959	Q07959	62571
Q07987	Q07987	13178
Q07988	Q07988	24462
Q07990	Q07990	16950
Q08045	Q08045	14922
Q08157	Q08157	60901
Q08182	Q08182	27387
Q08202	Q08202	27167
Q08223	Q08223	45851
Q08225	Q08225	80510
Q08226	Q08226	109715
Q08227	Q08227	43799
Q08237	Q08237	32895
Q08961	Q08961	67178
Q12074	Q12074	33324
Q12152	Q12152	100646
P18411	P18411	22063
Q08234	Q08234	145072
Q08268	Q08268	54707
Q08280	Q08280	55084
Q08347	Q08347	72646
Q08416	Q08416	18092
Q08421	Q08421	47352
Q08422	Q08422	16734
Q08553	Q08553	20866
Q08693	Q08693	91995
Q08729	Q08729	48099
Q08750	Q08750	57237
Q08818	Q08818	79947
Q08904	Q08904	61287
Q08907	Q08907	19836
Q08919	Q08919	88756
Q08926	Q08926	34222
Q08932	Q08932	43998
Q08956	Q08956	52873
Q08970	Q08970	52434
Q08971	Q08971	17445
Q12021	Q12021	58230
Q12026	Q12026	12693
Q12036	Q12036	19973
Q12040	Q12040	26177
Q12057	Q12057	32084
Q12059	Q12059	52853
Q12085	Q12085	49056
Q12089	Q12089	70310
Q12091	Q12091	16758
Q12109	Q12109	49350
Q12117	Q12117	36191
Q12119	Q12119	57327
Q12128	Q12128	46216
Q12139	Q12139	130117
Q12144	Q12144	32637
Q12145	Q12145	35358
Q12155	Q12155	19089
Q12167	Q12167	42829
Q12189	Q12189	28258
Q12194	Q12194	54893
Q12202	Q12202	82328
Q12214	Q12214	54764
Q12217	Q12217	49067
Q12221	Q12221	119508
Q12226	Q12226	52837
Q12239	Q12239	39742
Q12244	Q12244	97610
Q12247	Q12247	18190
Q12251	Q12251	35913
Q12252	Q12252	112546
Q12260	Q12260	49898
Q12266	Q12266	49285
Q12272	Q12272	26196
Q12275	Q12275	186907
Q12276	Q12276	139458
Q12282	Q12282	26157
Q12288	Q12288	28826
Q12291	Q12291	42041
Q12293	Q12293	49867
Q12314	Q12314	24744
Q12325	Q12325	99651
Q12340	Q12340	91084
Q12350	Q12350	35028
Q12354	Q12354	24700
Q12358	Q12358	46983
Q12367	Q12367	41392
Q12368	Q12368	22679
Q12374	Q12374	70862
Q12391	Q12391	49309
Q12392	Q12392	49689
Q12393	Q12393	33868
Q12407	Q12407	77501
Q12412	Q12412	60251
Q12424	Q12424	85984
Q12428	Q12428	57684
Q12436	Q12436	46363
Q12439	Q12439	49736
Q12441	Q12441	49187
Q12454	Q12454	26024
Q12467	Q12467	48827
Q12470	Q12470	49232
Q12480	Q12480	36803
Q12485	Q12485	49034
Q12500	Q12500	86426
Q12504	Q12504	57289
Q12507	Q12507	39021
Q12512	Q12512	27567
Q12515	Q12515	31886
Q12516	Q12516	49580
Q12672	Q12672	18274
Q12690	Q12690	22554
Q2V2P8	Q2V2P8	10244
Q2V2Q1	Q2V2Q1	12739
Q3E6R5	Q3E6R5	12714
Q3E752	Q3E752	7055
Q3E764	Q3E764	6941
Q3E7X8	Q3E7X8	143092
Q3E824	Q3E824	9618
Q3E828	Q3E828	6017
Q3E830	Q3E830	8097
Q6Q546	Q6Q546	8272
Q6Q5H1	Q6Q5H1	48965
Q6Q5K6	Q6Q5K6	7514
Q6Q5X2	Q6Q5X2	5966
Q7LHD1	Q7LHD1	13713
Q86ZR7	Q86ZR7	26170
Q8TGM6	Q8TGM6	14345
Q8TGN9	Q8TGN9	17536
Q92392	Q92392	49005
Q99177	Q99177	39860
Q99208	Q99208	155398
Q99234	Q99234	71730
Q99247	Q99247	125382
Q99252	Q99252	68015
Q99303	Q99303	49724
Q99369	Q99369	30418
Q99373	Q99373	29103
A0A023PXB5	A0A023PXB5	11193
A0A023PXH9	A0A023PXH9	27059
A0A023PZA4	A0A023PZA4	13179
A0A023PZI1	A0A023PZI1	12402
A0A023PZL7	A0A023PZL7	13839
A5Z2X5	A5Z2X5	7902
D0VFN3	D0VFN3	65990
D5MS22	D5MS22	60639
D6VPM8	D6VPM8	20703
O13511	O13511	12919
O13512	O13512	13273
O13529	O13529	17435
O13543	O13543	13120
O13548	O13548	13360
O13549	O13549	12919
O13550	O13550	13718
O13554	O13554	12162
O13584	O13584	12069
O13585	O13585	102579
O13587	O13587	11805
O43137	O43137	9405
O94084	O94084	27835
O94143	O94143	11666
P08521	P08521	2979
P08593	P08593	30957
P09937	P09937	38591
P0C261	P0C261	14368
P0C5B8	P0C5B8	18609
P0CD97	P0CD97	7986
P0CD98	P0CD98	16456
P0CE69	P0CE69	34652
P0CE85	P0CE85	13173
P0CE86	P0CE86	17714
P0CE87	P0CE87	17714
P0CE88	P0CE88	12866
P0CE89	P0CE89	12866
P0CE90	P0CE90	12905
P0CE91	P0CE91	12905
P0CE92	P0CE92	12850
P0CE93	P0CE93	12850
P0CF18	P0CF18	48502
P0CF19	P0CF19	24483
P0CF20	P0CF20	19462
P0CF34	P0CF34	121962
P0CF35	P0CF35	26487
P0CF36	P0CF36	15936
P0CL27	P0CL27	17367
P0CL28	P0CL28	17367
P0CL29	P0CL29	17367
P0CL30	P0CL30	17367
P0CL31	P0CL31	17367
P0CL34	P0CL34	18627
P0CL35	P0CL35	18627
P0CL36	P0CL36	18627
P0CL37	P0CL37	18437
P0CL38	P0CL38	18568
P0CL39	P0CL39	18568
P0CL40	P0CL40	18568
P0CL41	P0CL41	18605
P0CL42	P0CL42	18605
P0CT86	P0CT86	8955
P0CX12	P0CX12	45165
P0CX18	P0CX18	20594
P0CX19	P0CX19	20594
P0CX99	P0CX99	18593
P0CY12	P0CY12	13882
P0CY13	P0CY13	13882
P10356	P10356	49490
P13130	P13130	34226
P22313	P22313	32782
P22580	P22580	61410
P23060	P23060	40783
P23493	P23493	36935
P25355	P25355	65206
P25361	P25361	14779
P25362	P25362	25224
P25370	P25370	64913
O42831	O42831	17003
P32788	P32788	32639
P33199	P33199	14961
P38216	P38216	14617
P38854	P38854	56314
P25565	P25565	30197
P25607	P25607	21125
P25608	P25608	40121
P25610	P25610	13187
P25612	P25612	40911
P25616	P25616	36278
P25631	P25631	24694
P25639	P25639	70922
P25654	P25654	20704
P28003	P28003	47068
P28626	P28626	16851
P29589	P29589	19776
P32047	P32047	49210
P32330	P32330	96022
P32385	P32385	28862
P32450	P32450	11722
P32460	P32460	27313
P32488	P32488	37110
P32564	P32564	20118
P32612	P32612	12820
P32618	P32618	106133
P32633	P32633	16094
P32792	P32792	44235
P33324	P33324	36073
P34224	P34224	22278
P34246	P34246	39842
P34251	P34251	34524
P35198	P35198	49060
P35719	P35719	25097
P35736	P35736	103144
P35994	P35994	13048
P35995	P35995	82248
P36025	P36025	31880
P36034	P36034	48545
P36052	P36052	46509
P36066	P36066	54488
P36082	P36082	15159
P36083	P36083	52088
P36085	P36085	88836
P36086	P36086	28039
P36103	P36103	32293
P36114	P36114	81754
P36129	P36129	23239
P36134	P36134	29208
P36138	P36138	20226
P36151	P36151	39406
P36154	P36154	18436
P36155	P36155	36113
P36522	P36522	1852
P37263	P37263	17738
P37265	P37265	12887
P38083	P38083	46445
P38150	P38150	92904
P38155	P38155	12848
P38177	P38177	51997
P38189	P38189	14415
P38190	P38190	13194
P38191	P38191	16085
P38192	P38192	12447
P38195	P38195	28562
P38202	P38202	12401
P38213	P38213	82336
P38231	P38231	20513
P38232	P38232	38747
P38235	P38235	40296
P38239	P38239	20596
P38240	P38240	16039
P38243	P38243	23548
P38246	P38246	41770
P38253	P38253	14321
P38256	P38256	27092
P38267	P38267	18098
P38268	P38268	20215
P38276	P38276	20454
P38277	P38277	60469
P38280	P38280	70175
P38284	P38284	28772
P38290	P38290	32197
P38292	P38292	48579
P38306	P38306	24203
P38308	P38308	104615
P38312	P38312	16347
P38318	P38318	63010
P38320	P38320	19323
P38346	P38346	61219
P38355	P38355	47506
P38374	P38374	7365
P38430	P38430	36032
P38690	P38690	46864
P38709	P38709	56000
P38716	P38716	42445
P38721	P38721	79026
P38723	P38723	45880
P38725	P38725	12880
P38726	P38726	13315
P38728	P38728	19812
P38740	P38740	35717
P38744	P38744	14026
P38747	P38747	36113
P38763	P38763	28996
P38832	P38832	16635
P38833	P38833	27132
P38835	P38835	96099
P38841	P38841	12753
P38842	P38842	27146
P38867	P38867	52048
P38893	P38893	37933
P39101	P39101	44855
P39529	P39529	86663
P39542	P39542	45937
P39549	P39549	8910
P39557	P39557	12897
P39721	P39721	27089
P39931	P39931	27289
P39945	P39945	48371
P39975	P39975	26815
P39991	P39991	136069
P39996	P39996	38235
P40008	P40008	25086
P40022	P40022	21191
P40042	P40042	20686
P40049	P40049	33466
P40052	P40052	23197
P40053	P40053	72414
P40057	P40057	14313
P40093	P40093	38174
P40097	P40097	12458
P40098	P40098	27698
P40113	P40113	34435
P40157	P40157	88846
P40159	P40159	20151
P40206	P40206	24665
P40209	P40209	63139
P40326	P40326	12279
P40361	P40361	104264
P40364	P40364	28470
P40446	P40446	12940
P40447	P40447	21620
P40449	P40449	27112
P40456	P40456	128735
P40470	P40470	23845
P40476	P40476	34651
P40497	P40497	71006
P40500	P40500	23859
P40502	P40502	16924
P40508	P40508	36946
P40514	P40514	75482
P40520	P40520	13030
P40521	P40521	10333
P40524	P40524	12045
P40534	P40534	75021
P40560	P40560	59732
P40569	P40569	13245
P40579	P40579	27481
P40585	P40585	13159
P40892	P40892	21480
P40893	P40893	21967
P40962	P40962	27054
P41902	P41902	7321
P42840	P42840	32308
P42884	P42884	41991
P42933	P42933	42163
P42936	P42936	26297
P42942	P42942	45214
P42946	P42946	41488
P42947	P42947	42508
P43537	P43537	16473
P43542	P43542	45312
P43546	P43546	16595
P43547	P43547	23919
P43552	P43552	18110
P43575	P43575	12845
P43590	P43590	61754
P43595	P43595	22435
P43600	P43600	25721
P43604	P43604	18809
P43617	P43617	34391
P43624	P43624	14003
P46679	P46679	97828
P46949	P46949	90798
P46991	P46991	17732
P46996	P46996	61525
P46998	P46998	20185
P47009	P47009	11660
P47010	P47010	14844
P47014	P47014	84466
P47020	P47020	12803
P47023	P47023	48035
P47034	P47034	14828
P47036	P47036	15652
P47044	P47044	26864
P47065	P47065	39813
P47072	P47072	63207
P47087	P47087	14566
P47090	P47090	58117
P47101	P47101	84290
P53728	P53728	34946
P53755	P53755	54831
Q03482	Q03482	8571
Q07622	Q07622	69371
P47115	P47115	27361
P47129	P47129	35521
P47131	P47131	11250
P47139	P47139	74235
P47144	P47144	80656
P47145	P47145	37205
P47146	P47146	14204
P47157	P47157	13411
P47159	P47159	49664
P47173	P47173	39690
P47174	P47174	13171
P47181	P47181	38972
P47182	P47182	32570
P48235	P48235	23997
P48569	P48569	37047
P50084	P50084	15840
P50088	P50088	10545
P50263	P50263	8874
P50943	P50943	16168
P53009	P53009	91001
P53053	P53053	44804
P53057	P53057	17953
P53066	P53066	20074
P53074	P53074	17262
P53077	P53077	14488
P53078	P53078	31969
P53081	P53081	31888
P53087	P53087	17936
P53089	P53089	11351
P53117	P53117	34706
P53120	P53120	137476
P53134	P53134	80009
P53171	P53171	32959
P53194	P53194	13790
P53209	P53209	22226
P53210	P53210	34679
P53212	P53212	31700
P53217	P53217	33255
P53227	P53227	31025
P53243	P53243	92250
P53265	P53265	46668
P53270	P53270	53438
P53272	P53272	45305
P53287	P53287	13108
P53288	P53288	22179
P53293	P53293	44301
P53326	P53326	81191
P53336	P53336	38546
P53339	P53339	16782
P53343	P53343	12820
P53344	P53344	45678
P53427	P53427	12891
P53583	P53583	61667
P53584	P53584	51644
P53736	P53736	28636
P53745	P53745	68082
P53747	P53747	24317
P53748	P53748	35659
P53749	P53749	69663
P53750	P53750	32756
P53751	P53751	125200
P53752	P53752	49655
P53757	P53757	37852
P53822	P53822	45288
P53841	P53841	15314
P53862	P53862	28642
P53869	P53869	10648
P53908	P53908	15319
P53912	P53912	41164
P53925	P53925	74039
P53928	P53928	19713
P53929	P53929	30748
P53932	P53932	71196
P53947	P53947	35046
P53956	P53956	19350
P53962	P53962	43848
P53964	P53964	31386
P53975	P53975	31326
P54072	P54072	64032
P54858	P54858	35964
P85052	P85052	18006
P87267	P87267	13086
P87286	P87286	15970
Q01684	Q01684	21512
Q02202	Q02202	44583
Q02203	Q02203	58710
Q02209	Q02209	41300
Q02606	Q02606	42477
Q02651	Q02651	28399
Q02754	Q02754	22776
Q02771	Q02771	12281
Q02781	Q02781	14903
Q02786	Q02786	11332
Q02799	Q02799	33596
Q02820	Q02820	6337
Q02864	Q02864	18435
Q02873	Q02873	28570
Q02895	Q02895	39683
Q03036	Q03036	21519
Q03049	Q03049	38586
Q03050	Q03050	12834
Q03102	Q03102	39976
Q03104	Q03104	59589
Q03177	Q03177	94254
Q03187	Q03187	28771
Q03193	Q03193	34631
Q03210	Q03210	57742
Q03219	Q03219	31145
Q03233	Q03233	22110
Q03263	Q03263	59562
Q03361	Q03361	98691
Q03362	Q03362	25266
Q03508	Q03508	54106
Q03559	Q03559	22179
Q03629	Q03629	22461
Q03648	Q03648	52246
Q03653	Q03653	89191
Q03730	Q03730	43749
Q03780	Q03780	86433
Q03783	Q03783	11234
Q03795	Q03795	60044
Q03823	Q03823	95097
Q03900	Q03900	57194
Q03913	Q03913	22811
Q03983	Q03983	53730
Q04018	Q04018	37383
Q04033	Q04033	42484
Q04093	Q04093	78108
Q04100	Q04100	15389
Q04162	Q04162	61509
Q04170	Q04170	26274
Q04231	Q04231	20270
Q04304	Q04304	24882
Q04336	Q04336	126624
Q04398	Q04398	15580
Q04406	Q04406	21071
Q04408	Q04408	55490
Q04413	Q04413	12526
Q04438	Q04438	13180
Q04489	Q04489	59469
Q04608	Q04608	37604
Q04748	Q04748	104748
Q04773	Q04773	15977
Q04835	Q04835	46659
Q04867	Q04867	35852
Q04869	Q04869	38216
Q04922	Q04922	53168
Q04925	Q04925	47414
Q04991	Q04991	56178
Q05497	Q05497	77846
Q05611	Q05611	26582
Q05637	Q05637	11887
Q05812	Q05812	80530
Q05854	Q05854	151279
Q05881	Q05881	40928
Q05899	Q05899	13947
Q05948	Q05948	46423
Q06070	Q06070	25546
Q06089	Q06089	17731
Q06107	Q06107	36750
Q06139	Q06139	11348
Q06146	Q06146	35998
Q06152	Q06152	32004
Q06158	Q06158	13801
Q06170	Q06170	27424
Q06199	Q06199	23293
Q06235	Q06235	13055
Q06251	Q06251	71265
Q06252	Q06252	22151
Q06523	Q06523	49279
Q06524	Q06524	24305
Q06537	Q06537	15778
Q06595	Q06595	55077
Q06608	Q06608	22508
Q06674	Q06674	47337
Q06839	Q06839	123084
Q07379	Q07379	36687
Q07454	Q07454	113891
Q07505	Q07505	30837
Q07521	Q07521	11196
Q07530	Q07530	34295
Q07535	Q07535	14135
Q07555	Q07555	32916
Q07589	Q07589	39783
Q07629	Q07629	34450
Q07716	Q07716	44383
Q07747	Q07747	36977
Q07829	Q07829	13351
Q07834	Q07834	94597
Q07887	Q07887	20847
Q07928	Q07928	16011
Q07986	Q07986	23378
Q07992	Q07992	13880
Q08023	Q08023	66690
Q08054	Q08054	37256
Q08206	Q08206	84352
Q12185	Q12185	45939
Q12108	Q12108	64294
Q12489	Q12489	12175
Q08213	Q08213	42398
Q08238	Q08238	15097
Q08240	Q08240	18364
Q08272	Q08272	14393
Q08300	Q08300	19574
Q08322	Q08322	12877
Q08361	Q08361	15722
Q08474	Q08474	11764
Q08498	Q08498	13227
Q08522	Q08522	12545
Q08559	Q08559	14792
Q08560	Q08560	16180
Q08630	Q08630	12390
Q08634	Q08634	35210
Q08687	Q08687	20839
Q08692	Q08692	32758
Q08743	Q08743	36195
Q08748	Q08748	147426
Q08774	Q08774	27967
Q08786	Q08786	20500
Q08816	Q08816	39275
Q08844	Q08844	80285
Q08900	Q08900	13800
Q08910	Q08910	22140
Q08912	Q08912	70221
Q08954	Q08954	26758
Q08958	Q08958	13826
Q08964	Q08964	128133
Q08969	Q08969	19026
Q08974	Q08974	22197
Q08979	Q08979	75433
Q08980	Q08980	39703
Q08989	Q08989	54538
Q08993	Q08993	27858
Q12012	Q12012	29099
Q12020	Q12020	45140
Q12027	Q12027	81465
Q12032	Q12032	21229
Q12042	Q12042	31347
Q12044	Q12044	29256
Q12064	Q12064	20893
Q12079	Q12079	30600
Q12082	Q12082	13563
Q12103	Q12103	72856
Q12116	Q12116	52230
Q12121	Q12121	40752
Q12129	Q12129	25286
Q12134	Q12134	28414
Q12160	Q12160	15441
Q12177	Q12177	32148
Q12179	Q12179	52257
Q12182	Q12182	36908
Q12212	Q12212	71846
Q12253	Q12253	31054
Q12254	Q12254	27611
Q12257	Q12257	19058
Q12259	Q12259	55601
Q12298	Q12298	61191
Q12301	Q12301	62288
Q12322	Q12322	23190
Q12331	Q12331	30634
Q12346	Q12346	24606
Q12370	Q12370	13093
Q12418	Q12418	56357
Q12459	Q12459	70123
Q12479	Q12479	17881
Q12486	Q12486	24840
Q12497	Q12497	10845
Q12498	Q12498	32012
Q12523	Q12523	57324
Q12529	Q12529	43750
Q2V2P2	Q2V2P2	8531
Q2V2P3	Q2V2P3	8519
Q2V2P5	Q2V2P5	8502
Q2V2Q2	Q2V2Q2	7798
Q3E6R4	Q3E6R4	6324
Q3E747	Q3E747	9738
Q3E756	Q3E756	11161
Q3E769	Q3E769	10933
Q3E770	Q3E770	12850
Q3E784	Q3E784	9735
Q3E7A3	Q3E7A3	7741
Q3E7A7	Q3E7A7	11811
Q3E7A8	Q3E7A8	8265
Q3E7A9	Q3E7A9	8202
Q3E7B0	Q3E7B0	4459
Q3E7B7	Q3E7B7	7949
Q3E7B9	Q3E7B9	8604
Q3E7Y4	Q3E7Y4	11974
Q3E7Y5	Q3E7Y5	76246
Q3E808	Q3E808	5609
Q3E811	Q3E811	7280
Q3E823	Q3E823	7533
Q3E841	Q3E841	10781
Q3E842	Q3E842	7981
Q6B0V8	Q6B0V8	13451
Q6B0X2	Q6B0X2	11980
Q6B2U8	Q6B2U8	13886
Q6Q5P6	Q6Q5P6	48214
Q7M4S9	Q7M4S9	86976
Q870I1	Q870I1	11126
Q8TGK5	Q8TGK5	18616
Q8TGM7	Q8TGM7	6921
Q8TGU5	Q8TGU5	4514
Q8TGU7	Q8TGU7	7759
Q96VH4	Q96VH4	20994
Q99326	Q99326	42109
Q99341	Q99341	18662
Q9ZZX0	Q9ZZX0	42279
A0A023PXA5	A0A023PXA5	21605
A0A023PXB0	A0A023PXB0	12092
A0A023PXB9	A0A023PXB9	13391
A0A023PXC2	A0A023PXC2	12414
A0A023PXC7	A0A023PXC7	15999
A0A023PXD3	A0A023PXD3	11926
A0A023PXD5	A0A023PXD5	14885
A0A023PXD9	A0A023PXD9	11665
A0A023PXE5	A0A023PXE5	12357
A0A023PXE8	A0A023PXE8	11958
A0A023PXF2	A0A023PXF2	12235
A0A023PXF5	A0A023PXF5	11974
A0A023PXF8	A0A023PXF8	15856
A0A023PXG3	A0A023PXG3	14768
A0A023PXG7	A0A023PXG7	12051
A0A023PXH2	A0A023PXH2	12510
A0A023PXH4	A0A023PXH4	17438
A0A023PXH5	A0A023PXH5	5170
A0A023PXH6	A0A023PXH6	14518
A0A023PXI0	A0A023PXI0	14327
A0A023PXI4	A0A023PXI4	11607
A0A023PXI5	A0A023PXI5	21368
A0A023PXI8	A0A023PXI8	12380
A0A023PXJ3	A0A023PXJ3	13260
A0A023PXJ7	A0A023PXJ7	11675
A0A023PXK2	A0A023PXK2	20823
A0A023PXK7	A0A023PXK7	31820
A0A023PXL1	A0A023PXL1	22435
A0A023PXL7	A0A023PXL7	16240
A0A023PXM2	A0A023PXM2	9265
A0A023PXM7	A0A023PXM7	14179
A0A023PXN3	A0A023PXN3	14499
A0A023PXN9	A0A023PXN9	16970
A0A023PXP4	A0A023PXP4	14669
A0A023PXP7	A0A023PXP7	14545
A0A023PXQ4	A0A023PXQ4	43890
A0A023PXQ9	A0A023PXQ9	11216
A0A023PYC6	A0A023PYC6	11223
A0A023PYD0	A0A023PYD0	15823
A0A023PYD3	A0A023PYD3	12867
A0A023PYD7	A0A023PYD7	18445
A0A023PYD9	A0A023PYD9	19365
A0A023PYE4	A0A023PYE4	12901
A0A023PYE9	A0A023PYE9	20007
A0A023PYF4	A0A023PYF4	16018
A0A023PYF7	A0A023PYF7	13972
A0A023PYG1	A0A023PYG1	17933
A0A023PYG5	A0A023PYG5	12274
A0A023PYH0	A0A023PYH0	15284
A0A023PYH5	A0A023PYH5	14085
A0A023PYH8	A0A023PYH8	14124
A0A023PYI2	A0A023PYI2	11940
A0A023PYI5	A0A023PYI5	15235
A0A023PYJ0	A0A023PYJ0	13446
A0A023PYJ4	A0A023PYJ4	12887
A0A023PYJ7	A0A023PYJ7	13469
A0A023PYK2	A0A023PYK2	12959
A0A023PZ94	A0A023PZ94	11414
A0A023PZ99	A0A023PZ99	12837
A0A023PZA9	A0A023PZA9	12904
A0A023PZB3	A0A023PZB3	14348
A0A023PZB8	A0A023PZB8	12599
A0A023PZC3	A0A023PZC3	13357
A0A023PZC7	A0A023PZC7	21595
A0A023PZD0	A0A023PZD0	24214
A0A023PZD5	A0A023PZD5	17065
A0A023PZE1	A0A023PZE1	12202
A0A023PZE2	A0A023PZE2	12154
A0A023PZE4	A0A023PZE4	9601
A0A023PZE6	A0A023PZE6	12316
A0A023PZE8	A0A023PZE8	15507
A0A023PZE9	A0A023PZE9	13443
A0A023PZF2	A0A023PZF2	15939
A0A023PZF3	A0A023PZF3	17541
A0A023PZF5	A0A023PZF5	12723
A0A023PZF9	A0A023PZF9	11613
A0A023PZG0	A0A023PZG0	20288
A0A023PZG4	A0A023PZG4	11596
A0A023PZG5	A0A023PZG5	11524
A0A023PZG9	A0A023PZG9	14525
A0A023PZH1	A0A023PZH1	13421
A0A023PZH4	A0A023PZH4	11822
A0A023PZH5	A0A023PZH5	12852
A0A023PZH9	A0A023PZH9	16290
A0A023PZI4	A0A023PZI4	13252
A0A023PZI9	A0A023PZI9	18121
A0A023PZJ3	A0A023PZJ3	13554
A0A023PZJ9	A0A023PZJ9	13917
A0A023PZK4	A0A023PZK4	13675
A0A023PZK9	A0A023PZK9	14447
A0A023PZL2	A0A023PZL2	14510
A0A023PZM3	A0A023PZM3	15156
A0A0B7P221	A0A0B7P221	3468
A0A8D9PCQ4	A0A8D9PCQ4	17365
A0A8D9PH56	A0A8D9PH56	6660
A0A8D9UGQ7	A0A8D9UGQ7	10381
A0A8D9UGU6	A0A8D9UGU6	9566
C9ELN8	C9ELN8	66089
D2XNA6	D2XNA6	48953
D2XNR6	D2XNR6	49841
D3W7A4	D3W7A4	32713
D3W8P2	D3W8P2	17024
I2HB52	I2HB52	7328
I2HB70	I2HB70	12411
O13513	O13513	12969
O13514	O13514	13704
O13515	O13515	13264
O13517	O13517	11657
O13518	O13518	15114
O13519	O13519	12929
O13520	O13520	19682
O13521	O13521	13375
O13522	O13522	18197
O13523	O13523	20862
O13530	O13530	14218
O13531	O13531	13020
O13532	O13532	12637
O13533	O13533	11536
O13534	O13534	18038
O13536	O13536	11902
O13537	O13537	13740
O13540	O13540	14742
O13541	O13541	12951
O13542	O13542	13303
O13544	O13544	14090
O13545	O13545	14166
