accession	input_id	cc_subunit
P04912	P04912	SUBUNIT: The nucleosome is a histone octamer containing two molecules each of H2A, H2B, H3 and H4 assembled in one H3-H4 heterotetramer and two H2A-H2B heterodimers. The octamer wraps approximately 147 bp of DNA. Interacts with NAP1. {ECO:0000269|PubMed:15610740, ECO:0000269|PubMed:18086883}.
P05030	P05030	SUBUNIT: Interacts with its cargot receptor EXP1 for its transport within the cell and maturation. {ECO:0000269|PubMed:28727280}.
P05066	P05066	SUBUNIT: Monomer. {ECO:0000250}.
P05150	P05150	SUBUNIT: Interacts with CAR1. {ECO:0000269|PubMed:12679340}.
P05317	P05317	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). The 5 acidic ribosomal P-proteins form the stalk structure of the 60S subunit. They are organized as a pentameric complex in which uL10/P0 interacts with 2 heterodimers, P1A-P2B and P1B-P2A. uL10 directly interacts with 28S rRNA (PubMed:16573688). uL10 interacts with YFL034W (PubMed:15286401). {ECO:0000269|PubMed:15286401, ECO:0000269|PubMed:16573688, ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05318	P05318	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). The 5 acidic ribosomal P-proteins form the stalk structure of the 60S subunit. They are organized as a pentameric complex in which uL10/P0 interacts with 2 heterodimers, P1A-P2B and P1B-P2A (PubMed:11431471, PubMed:16573688). {ECO:0000269|PubMed:11431471, ECO:0000269|PubMed:16573688, ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05319	P05319	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). The 5 acidic ribosomal P-proteins form the stalk structure of the 60S subunit. They are organized as a pentameric complex in which uL10/P0 interacts with 2 heterodimers, P1A-P2B and P1B-P2A (PubMed:11431471, PubMed:16573688). {ECO:0000269|PubMed:11431471, ECO:0000269|PubMed:16573688, ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05373	P05373	SUBUNIT: Homooctamer. {ECO:0000269|PubMed:10386874, ECO:0000269|PubMed:10739915, ECO:0000269|PubMed:11545591, ECO:0000269|PubMed:9406553}.
P05374	P05374	NA
P05375	P05375	NA
P05453	P05453	SUBUNIT: Heterodimer of two subunits, one of which binds GTP. Interacts with polyadenylate-binding protein PAB1, and TPA1. {ECO:0000269|PubMed:11971964, ECO:0000269|PubMed:12923185, ECO:0000269|PubMed:15337765, ECO:0000269|PubMed:15525991, ECO:0000269|PubMed:16809762}.
P05626	P05626	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. In yeast, the dimeric form of ATP synthase consists of 17 polypeptides: alpha, beta, gamma, delta, epsilon, 4 (B), 5 (OSCP), 6 (A), 8, 9 (C), d, E (Tim11), f, g, h, i/j and k.
P05737	P05737	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). {ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05739	P05739	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). {ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05740	P05740	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes). uL22 is associated with the polypeptide exit tunnel (PubMed:22096102, PubMed:9559554). {ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05744	P05744	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). {ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05745	P05745	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). {ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05748	P05748	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). {ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05750	P05750	SUBUNIT: Component of the small ribosomal subunit (SSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). {ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05755	P05755	SUBUNIT: Component of the small ribosomal subunit (SSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). Interacts with snoRNA U3. uS11 interacts with MPP10. Component of the ribosomal small subunit (SSU) processome composed of at least 40 protein subunits and snoRNA U3 (PubMed:15590835). {ECO:0000269|PubMed:15590835, ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05756	P05756	SUBUNIT: Component of the small ribosomal subunit (SSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). {ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05759	P05759	SUBUNIT: [Small ribosomal subunit protein eS31]: Component of the small ribosomal subunit (SSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). {ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P05986	P05986	NA
P06100	P06100	SUBUNIT: Forms a NOT protein complex that comprises NOT1, NOT2, NOT3, NOT4 and NOT5. Subunit of the 1.0 MDa CCR4-NOT core complex that contains CCR4, CAF1, NOT1, NOT2, NOT3, NOT4, NOT5, CAF40 and CAF130. In the complex interacts with NOT1 and NOT5. The core complex probably is part of a less characterized 1.9 MDa CCR4-NOT complex. {ECO:0000269|PubMed:10490603, ECO:0000269|PubMed:11733989, ECO:0000269|PubMed:12215412, ECO:0000269|PubMed:9463387}.
P06101	P06101	SUBUNIT: Forms a complex with Hsp90. Interacts with CDC28, CAK1 HOG1, SLT2 and STE11. {ECO:0000269|PubMed:10629030, ECO:0000269|PubMed:10664467, ECO:0000269|PubMed:17220467, ECO:0000269|PubMed:7753858}.
P06102	P06102	SUBUNIT: Forms a NOT protein complex that comprises NOT1, NOT2, NOT3, NOT4 and NOT5. Subunit of the 1.0 MDa CCR4-NOT core complex that contains CCR4, CAF1, NOT1, NOT2, NOT3, NOT4, NOT5, CAF40 and CAF130. The core complex probably is part of a less characterized 1.9 MDa CCR4-NOT complex. {ECO:0000269|PubMed:11733989, ECO:0000269|PubMed:9463387}.
P06103	P06103	SUBUNIT: The eukaryotic translation initiation factor 3 (eIF-3) core complex is composed of TIF32, PRT1, NIP1, TIF34 and TIF35. A subcomplex of TIF32, NIP1 and PRT1 mediates the interaction with eIF-1, TIF5/eIF-5 and HCR1. The factors eIF-1, eIF-2, eIF-3, TIF5/eIF-5 and methionyl-tRNAi form a multifactor complex (MFC) that may bind to the 40S ribosome. {ECO:0000269|PubMed:18599441, ECO:0000269|PubMed:9671501}.
P06104	P06104	SUBUNIT: Forms a heterodimer complexes with the E3 enzymes BRE1, RAD18 and UBR1 (PubMed:10581257, PubMed:1651502, PubMed:34789879, PubMed:7926769, PubMed:8436296, PubMed:9287349). Interacts also with UBR2, RTF1, PAF1 and the RNA polymerase II hyperphosphorylated form (PubMed:10581257, PubMed:15632065). The interaction with RNA polymerase II is BRE1- and PAF1-dependent (PubMed:10581257, PubMed:15632065). {ECO:0000269|PubMed:10581257, ECO:0000269|PubMed:15632065, ECO:0000269|PubMed:1651502, ECO:0000269|PubMed:34789879, ECO:0000269|PubMed:7926769, ECO:0000269|PubMed:8436296, ECO:0000269|PubMed:9287349}.
P06105	P06105	NA
P06106	P06106	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:795807}.
P06115	P06115	SUBUNIT: Homotetramer.
P06168	P06168	NA
P06169	P06169	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:10651824, ECO:0000269|PubMed:8512926, ECO:0000269|PubMed:8604141}.
P06197	P06197	NA
P06208	P06208	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P9WQB3}.
P06242	P06242	SUBUNIT: CCL1 and KIN28 form the TFIIK complex, a component of the TFIIH holo complex. Component of a complex consisting of KIN28, CCL1 and TFB3. Interacts with TFB3. Also interacts with HNT1 and HOG1. {ECO:0000269|PubMed:10958787, ECO:0000269|PubMed:11839796, ECO:0000269|PubMed:12743037, ECO:0000269|PubMed:8230216, ECO:0000269|PubMed:9235928}.
P06243	P06243	SUBUNIT: Associates with DBF4 and ORC2.
P06244	P06244	NA
P06245	P06245	NA
P06367	P06367	SUBUNIT: Component of the small ribosomal subunit (SSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes). uS11 interacts with eS1 forming part of the mRNA exit tunnel (PubMed:22096102, PubMed:9559554). uS11 interacts with snoRNA U3. uS11 interacts with MPP10. Component of the ribosomal small subunit (SSU) processome composed of at least 40 protein subunits and snoRNA U3 (PubMed:15590835). {ECO:0000269|PubMed:15590835, ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P06634	P06634	SUBUNIT: Interacts with the L-A virus GAG protein and the whole L-A virus particles. {ECO:0000269|PubMed:15064363}.
P06700	P06700	SUBUNIT: Homomultimer. Forms a complex with SIR3 and SIR4 (PubMed:9122169). Component of the RENT complex, at least composed of SIR2, CDC14 and NET1 (PubMed:10219244, PubMed:10219245). The RENT complex interacts with FOB1 (PubMed:12923057). Interacts with ESC8 (PubMed:12399377). Interacts with and ZDS2 (PubMed:10662670). Interacts with MCM10 (PubMed:16328881). Interacts with SLX5 (PubMed:18086879). Interacts with NSI1 (PubMed:22362748). {ECO:0000269|PubMed:10219244, ECO:0000269|PubMed:10219245, ECO:0000269|PubMed:10662670, ECO:0000269|PubMed:12399377, ECO:0000269|PubMed:12923057, ECO:0000269|PubMed:16328881, ECO:0000269|PubMed:18086879, ECO:0000269|PubMed:22362748, ECO:0000269|PubMed:9122169}.
P06701	P06701	SUBUNIT: Homodimer and interacts with SIR4 and RAP1 C-terminus. Interacts with MCM10. {ECO:0000269|PubMed:16328881}.
P06704	P06704	SUBUNIT: Component of the spindle pole body (SPB), acting as the connector of microtubule arrays in the cytoplasm and the nucleoplasm, is involved in nuclear positioning before chromosome segregation, SPB separation, spindle formation, chromosome segregation, nuclear migration into the bud, nuclear reorientation after cytokinesis and nuclear fusion during conjugation. The SPB half-bridge, which is tightly associated with the cytoplasmic side of the nuclear envelope and the SPB, is playing a key role as the starting structure for and in the initiation of SPB duplication in G1. At the SPB half-bridge CDC31 interacts with KAR1, MPS3 and SFI1 (PubMed:12486115, PubMed:14504268). Interacts with KIC1 (PubMed:9813095). Interacts with VPS13 (PubMed:28122955). Associates with nuclear pore complexes (NPCs) (PubMed:10684247). {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:12486115, ECO:0000269|PubMed:14504268, ECO:0000269|PubMed:28122955, ECO:0000269|PubMed:9813095}.
P06738	P06738	SUBUNIT: Homodimer. {ECO:0000269|PubMed:6354094}.
P06774	P06774	SUBUNIT: Component of the CCAT-binding factor (CBF or HAP complex II), which consists of one copy each of HAP2, HAP3, HAP4 and HAP5. The assembly of the HAP2-HAP3-HAP5 heteromer (HAP complex I) occurs in a one-step pathway and its binding to DNA is a prerequisite for the association of HAP4. {ECO:0000269|PubMed:11390369}.
P06777	P06777	SUBUNIT: Component of the nucleotide excision repair factor 1 (NEF1) complex consisting of RAD1, RAD10 and RAD14. Interacts with SAW1. {ECO:0000269|PubMed:17989249, ECO:0000269|PubMed:18471978, ECO:0000269|PubMed:8479526, ECO:0000269|PubMed:8621533}.
P06778	P06778	SUBUNIT: Part of a complex that includes RAD51, RAD52 and RAD59. Interacts with SAW1. {ECO:0000269|PubMed:13679150, ECO:0000269|PubMed:18471978}.
P06779	P06779	SUBUNIT: Component of the global genome repair (GGR) complex composed of at least ABF1, RAD7 and RAD16 (PubMed:10601031). Interacts with ELC1 (PubMed:19920177). {ECO:0000269|PubMed:10601031, ECO:0000269|PubMed:19920177}.
P06780	P06780	SUBUNIT: Interacts with BEM4; the interaction is direct (PubMed:8754839, PubMed:8754840). Interacts with SEC3; the interaction is direct (PubMed:11283608). Interacts with the GAP BAG7 (PubMed:11591390, PubMed:12207708). Interacts with the GAP LRG1 (PubMed:11447600). Interacts with the GAP SAC7 (PubMed:11447600, PubMed:9038344). Interacts with the GAP RDI1 (PubMed:9242378). Interacts with the 1,3-beta-glucan synthase component FKS1 (PubMed:8602515). Interacts with the protein kinase PKC1 (PubMed:8621575, PubMed:8846785). Interacts with the G protein beta subunit STE4 (PubMed:12660244). Interacts with SKN7 (PubMed:9535835). Interacts with TUS1 (PubMed:11839800). Interacts with BNI1 (PubMed:8947028). {ECO:0000269|PubMed:11283608, ECO:0000269|PubMed:11447600, ECO:0000269|PubMed:11591390, ECO:0000269|PubMed:11839800, ECO:0000269|PubMed:12207708, ECO:0000269|PubMed:12660244, ECO:0000269|PubMed:8602515, ECO:0000269|PubMed:8621575, ECO:0000269|PubMed:8754839, ECO:0000269|PubMed:8754840, ECO:0000269|PubMed:8846785, ECO:0000269|PubMed:8947028, ECO:0000269|PubMed:9038344, ECO:0000269|PubMed:9242378, ECO:0000269|PubMed:9535835}.
P06781	P06781	SUBUNIT: Interacts with BEM4. {ECO:0000269|PubMed:8754839}.
P06782	P06782	SUBUNIT: Component of the AMP-activated protein kinase complex also known as the SNF1 kinase complex (Snf1c), a heterotrimeric complex composed of an alpha subunit (SNF1), a regulatory subunit beta (GAL83 and substoichiometric alternate beta subunits SIP1 and SIP2), and a regulatory subunit gamma (SNF4) (PubMed:15719021, PubMed:17851534, PubMed:2481228, PubMed:2557546, PubMed:7813428, PubMed:9121458). Interacts with the transcriptional activator SIP4 (PubMed:8628258). Interacts with SAK1 (PubMed:12748292, PubMed:16847059). Interacts with CTK1 (PubMed:16182287): Interacts with adenylate cyclase CYR1 (PubMed:26309257). {ECO:0000269|PubMed:12748292, ECO:0000269|PubMed:15719021, ECO:0000269|PubMed:16182287, ECO:0000269|PubMed:16847059, ECO:0000269|PubMed:17851534, ECO:0000269|PubMed:2481228, ECO:0000269|PubMed:2557546, ECO:0000269|PubMed:26309257, ECO:0000269|PubMed:7813428, ECO:0000269|PubMed:8628258, ECO:0000269|PubMed:9121458}.
